id,name,system_name
1852,Лужки  70,LUZ1
1856,На Энергетиков  3,BAL13
1862,На Говорова  27А,TOM84
1870,3-й микрорайон,ZLT3
1871,На Победы 34,SAR30
1887,На Бжегокайской  31/9к1,ADY4
1891,На Вокзальной  57,VOR2
1892,Ленинграский-Галушина,ARKH3
1901,На Автозаводской,ZHLD3
1931,На Кирова  7,YAKT35
1939,На Коммунаров,IZHV12
1942,На Транспортном 3,KHME26
1944,На Мельникайте  141,TYUM175
1952,На Комсомольском,BRN21
1954,На Репина  25,LYS11
1964,На Плотникова 4,NN57
1085,На Нефтяников 9,NFT3
1092,На Мухина,BLG8
1093,На Ленина,KEM14
1094,На Красноармейской 101,KEM108
1115,СЦ (прием/выдача тяжелых грузов  LTL),VOS3
1121,На Серафимовича  8,NSK96
1125,Покровка,KSK27
1126,На Комсомольской  18,UU36
1130,На Бутовой 12,SOL18
1136,На Калинина  15,KLM15
1137,На Ленинской,ORN5
1145,На Октябрьской 52,GAY1
1148,На Космонавта Леонова,PRM27
1159,На Агапкина  19,TMB17
1160,0916 Постамат Халва,ZLN41
1162,На Андропова 18к7,MSK2182
1193,На Советской 5/1,MIK1
1194,На Первомайской  20Б,KRA10
1202,На Подшибякина,TYUM36
1204,4599 Постамат Халва,UTK3
1209,На Строителей  67/3,UST11
1210,На Осташковской 5,MSK2017
1218,На Кунгурцева 12,IZHV27
1238,На Партизанской 47,PLE2
1248,На Пионерской,NZHV7
1250,На Ленина,TUL4
1251,На Перерва 31,MSK455
1256,На Дзюбанова  11Б,SMF41
1271,На Воскресенской  114,ARKH9
1277,Авторынок Кунцевский,NMCH1
1284,На Ленина,LAN1
1315,На Победы 55,IVN26
1316,На Завертяева  23/4,OMS71
1319,СЦ (прием/выдача тяжелых грузов  LTL),PPK8
1355,ТК Северный 1,SEV5
1363,6571 Постамат СДЭК,NN226
1366,На Крупской,GAG1
1381,ТРК Меганом,SMF23
1390,На Советской,ALT4
1401,На Маркса,BRD2
1405,На Строителей  8,KGL3
1410,На пл. Ленина,ZKN1
1433,На Первомайской,NVK2
1455,На Пчелкина 72,CHE1
1457,6287 Постамат СДЭК,VLD21
1460,Краснофлотская,PRM41
1470,На Жамбыла  38/4,URA5
1488,На Московском 29,BRK79
1491,На Поворотной,OMS29
1516,На Первомайской  71/1,UFA132
1528,На 8 микрорайоне 15,KOS5
1529,На Народной  15А,NOV43
1542,На Тулака,VLG34
1543,пр-т Победы,VIT5
1552,На Базоркина  102,NZN3
1558,На Белинского 99,NSK332
1566,На Нахимова  8с37,TOM73
1567,На Фестивальная,AKHT1
1582,На Победы  7,SMF2
1587,На Декабристов,YEKB29
1592,ЖК Царево,NSHI1
1599,На Пожарского 7,KHME23
1603,На Горького  12/2,IGL2
1627,СЦ (нет приема/выдачи груза),RND179
1631,На Мира,BOD2
1661,На Зверева 37,NDM6
1665,0606 Постамат Халва,RND151
1667,На Советской  55,SRP12
1681,На Симферопольском шоссе  7,SHCHEB26
1691,На Кирова,KHME2
1694,На Сурикова 55,YEKB84
1724,На Карла Маркса 55,VUR1
1726,На Гоголя  48,IRK82
1733,6832 Постамат СДЭК,MSK2202
1739,На Калинина  6,OMU1
1744,На Ветлужской 6,NSK336
1745,На Вильгельма де Геннина 33,YEKB347
1750,На Победы 28/1,YURG5
1754,0194 Постамат Халва,KHME81
1764,На Волочаевской  11/1,OMS169
1781,На Дмитриева 5/2,OMS216
1796,СЦ (нет приема/выдачи груза),MOS3
1798,На Профсоюзов 22,PST2
1808,На Кольцевой 3,MGD1
1811,Перово,MSK147
1818,Бизнес Центр на Русской,VLK12
1820,На Тимирязева  76,ALM152
1832,На Луначарского  20А,DNS3
1839,На Барбюса  1,CHEL167
1841,На 8 Марта 1А,GRZ20
1845,На Ленина  76,GUR1
1848,На Гагарина  47,YEKB40
1861,5932 Постамат Халва,PRK14
1867,Шоссе в Лаврики,SPD13
1872,Энергетиков 8,SPB261
1881,На Белинского,PRM2
1883,На Ленинградской  22,BSK13
1886,На Титова 30,NSK342
1895,На Караимской 21,SMF37
1897,5221 Постамат Халва,REZH2
1899,На Малинском шоссе 65  Кантри,KLM20
1924,2371 Постамат Халва,SML35
1932,На Миллионной  11к1,MSK617
1937,На Пархоменко,TGN4
1940,5129 Постамат Халва,YURG4
1941,На 70 лет Октября  3,KSD133
1959,0448 Постамат Халва,MSK1977
1963,На Комсомольском проспекте 143  ЖК Ньютон,CHEL148
1973,На Комарова,KSD64
1995,На Марата 29,IRK20
2024,На Подгорном мкр. 32,ISK5
2056,На Луначарского 56А,GOR8
2073,На Красной  69,RVK1
2081,На Георгиевской 2/12,KLG21
2085,На Рижской  11,NFM15
2091,Комсомольская,SHAKH2
2096,Нагибина  41,RND84
2099,Рубин на СХИ,SAR8
2104,На Романенко 93,MIA15
2105,СЦ (прием/выдача тяжелых грузов  LTL),MGD10
2115,На Донской 3/3,SCH103
2116,На Гагарина  33,UU37
2123,На Давлеткильдеева 20,UFA114
2137,На Семенюка 1,DMT2
2145,На Ленина,NIK1
2146,3624 Постамат Халва,MSK2225
2155,На Ленина,VZN1
2159,На Советской Армии,RZN11
905,2367 Постамат Халва,MSK1697
914,На Солнечном бульваре  6,VDN30
916,На Пиеттомина  4Б,TAZ1
925,На Гастелло 32,TMB16
926,На Керченской  59,SVT1
931,На Московской 18,KIZ7
935,На Пирогова  11,GAV1
945,На Звездной  41А,TPS9
961,На 20 лет Октября 66,VRN132
962,3623 Постамат Халва,MSK1748
975,На Ленина,SVT20
983,На 50 лет Октября,UFA3
991,На Кальной  75,RZN53
1003,На Зиповской  5к1,KSD242
1009,Левый берег,NKZ9
1011,На проспекте Победы  14,PNZ46
1030,На Красноармейской 25,RMN30
1038,На Беговой,MSK290
1039,На Ленина,YEGO2
1059,На 7 ноября  17,SBZH2
1075,На Фрунзе,TOM22
1077,На Сухэ-Батора  5/3,BISH31
1079,На Кирова 4,LYUB16
1084,,
1099,На Розы Люксембург 13,NIZ2
1146,На Коммунистической 205Б,BTS14
1180,На Новоселовском шоссе  36,SAK3
1187,Яшьлек,KZN52
1191,На 25 лет Октября  16,BOG4
1196,На Большой Декабрьской  3 стр.1,MSK650
1200,На Ленина,LSN3
1201,На Комсомольской  12,GBK1
1205,На Маркса  48,OMS35
1215,На Строителей,VLG41
1230,На Тургенева 140  ТЦ Оскар,ARM24
1232,На Тайбекова 94,AST162
1236,На Пролетарской,KZHA1
1244,4318 Постамат Халва,KST65
1252,4304 Постамат Халва,VLG107
1255,На Парковом проспекте  1,RZN71
1268,На Генерала Попова 2,KLG34
1280,На Пролетарской  60,KLP9
1283,На проспекте Ленина  46,VLG45
1285,ЖК Самолёт,LYUB14
1291,На Мира 24,LYS9
1292,Айтеке би,ALM8
1299,6513 Постамат СДЭК,DZZH9
1301,На Учебной,OMS52
1306,На Севастопольской,SMF3
1308,5206 Постамат Халва,ABK8
1318,На Кечкеметской,SMF13
1343,На Кирова,YENI1
1345,На Бульваре Строителей 53,KEM111
1347,Мещерский бульвар,NN23
1348,Талсинская,SHCHLK8
1367,На Молодежной 22,ZHKV5
1374,На Гаражной,KSD91
1382,На Стахановцев  14/1,SPB284
1385,Новые Черёмушки,MSK13
1387,На Возрождения  20 лит А,SPB1053
1388,На Нагатинской  11к1,MSK2201
1391,На Ленина  37а,SHCHKN1
1393,На Матрены Наздрачевой 5/1,STV42
1402,На Генерала Острякова  144,SVT6
1411,На Расковой 10с4  Белорусская,MSK3
1412,Печёрская Долина,NN15
1421,На Василия Ощепкова 3  ЖК Москвичка,SOYE35
1428,СЦ (нет приема/выдачи груза),BLSH21
1434,На 2-м Хвостовом пер.12  Полянка,MSK537
1436,На Набережном проезде  27,KHME87
1443,На Висаитова 2/10,RND186
1450,На ЛенКома,CHBK10
1452,Красина,TVR8
1461,Узкая,TIM1
1466,На Мамина-Сибиряка,YEKB73
1493,На Чичерина  29,CHEL60
1500,6195 Постамат Халва,MSK1673
1501,На Гагарина,YABL2
1505,На Набережной 35А,SHE2
1507,На Измайлова 58Ак1,PNZ31
1510,На Ленина 14А,BUT1
1515,Таможенное оформление (Внуково-карго) Москва,MSK662
1517,На Шоссейной  25а,KHA2
1553,Ашхабадский,RND52
1557,Европейский берег на Большевистской,NSK38
1591,На Аймаутова  143,SHYM8
1623,На Курчатова 4А,CHEL102
1625,На Баумана,ZAV1
1629,На Пушкина 17,USS3
1634,На Октябрьской  217,TUL23
1653,6289 Постамат СДЭК,VLD20
1656,На 40 лет Октября 7,KEM99
1679,На Дзержинского  41/2,YAKT14
1680,На Чистопольской,KZN36
1695,На Южном шоссе  55к1,SPB651
1696,Дырнос  3/5,SKT22
1699,На Лысюка 10А,BLR2
1702,Давыдовский,KST29
1721,На Кунта-Хаджи Кишиева 90к1,GRZ16
1723,Прогресс Драйв Юнит 3494,BEN2
1728,На Первооткрывателей 10  ЖК Колумб,TYUM191
1740,На Чкалова,ISK1
1741,Студенческий городок,TYUM37
1742,На Кольском 133,MUR10
1751,На Ленина  111,VLG117
1753,СЦ (прием/выдача тяжелых грузов  LTL),KLC1
1756,ПФО Западный (НВ),KSD55
1757,На Шестихатка  104,AKT26
1759,На Ленина  80А,YELTS4
1760,5553 Постамат Халва,TLT66
1783,Каховка,MSK503
1805,На Центральной  4А,SLG31
1819,На Советской 4,CHKS9
1825,На Калинина 39,SMF42
1829,На 65 лет Победы  29,BRN26
1831,На Гребенской,ANP2
1836,СЦ (прием/выдача тяжелых грузов  LTL),KLM8
1843,На Татищева,YEKB36
1844,На Красных партизан,KSD17
1859,На Таганрогской  5,MKU2
1876,На Гагарина 151,KHMS11
1877,3786 Постамат Халва,BRK73
1882,Кожухово,MSK52
1902,На Молодёжной 137,NOV1
1050,Западный,MIN24
1052,На Кирова  53,MIA6
1054,На Масалиева,OSHSH2
1056,На Предельной 57/3  Патра,YEKB151
1062,Университетский проспект,MSK520
1067,На 30 лет Победы 3,KAT1
1072,На Пушкина,YEKB25
1081,На Строительной,OLN1
1091,На Петра Подзолкова 4,KSK161
1096,На Базарова 19,KMN13
1103,На Щорса  27,KSK5
1112,На Степной,YELZ1
1113,Нет приема/выдачи Фулфилмент,NSK95
1124,4454 Постамат Халва,MSK1677
1131,На Дружбы 2А,CHKHV14
1140,На Уральской  87/1 стр.2,KSD232
1142,6157 Постамат СДЭК,YEKB136
1147,На Авиаторов,NKZ11
1153,пр-т. Константина Образцова  25 корп.1,KSD99
1166,На Петровско-Разумовском проезде  24к5,MSK2279
1168,На Ленина 10,RZN22
1175,На 60 лет Образования СССР  40Б  Солнечный,KSK25
1176,На Механизаторов  35,URE1
1192,На Молодежной 99,PIN1
1206,На Караваевской 28к1  Рыбацкое,SPB61
1221,На Видова,NVR7
1224,На Мусоргского,MSK219
1233,6743 Постамат СДЭК,SPB643
1234,На Кирова,KIM1
1245,На Папанина 11,MUR20
1254,На Ленинградской 30,SSN2
1289,На Советской 34А,BTR2
1297,На Коммунистической  47А,ISK4
1310,На Горького  17,YEFR2
1314,На Гагарина,NN10
1325,На Калининградском проспекте 30,SVE4
1338,Металлистов,SPB49
1351,На Есенина 44,YUSKH10
1353,На Сибирской 66,TOM44
1356,4099 Постамат Халва,PLK69
1359,На Московской 12,YERSH1
1360,На Мира,PRM4
1373,На Дуси Ковальчук,NSK33
1378,3353 Постамат Халва,KZN169
1379,На Восточно-Кругликовской  72,KSD125
1392,На Лозицкой 1,PNZ22
1395,На Героев Севастополя 27,SVT63
1400,На Типанова  27/39,SPB663
1429,На 84-ом километре МКАДа вл1,MSK2385
1437,На Автовокзальной,ORL7
1444,На Ленинградской 75/Сквер Высоцкого,SAM64
1478,Мкр Жетысу -2  69Б,ALM32
1483,На Московском проспекте 126,VRN36
1485,СЦ (прием/выдача тяжелых грузов  LTL),SST4
1498,Ланское  14к1,SPB945
1499,Краснофлотская,STV8
1504,4121 Постамат Халва,MSK1817
1518,На Школьной 42,KSD231
1520,На Калинина  29/1,BLG6
1532,На Красноармейской  74,CHRK11
1546,На Ленина  25,IST6
1556,Энергетиков  50,SPB237
1559,На Нестерова  103,ENG8
1571,На Пролетарской,LACH2
1573,На Лавочкина,KSD48
1579,На Константиновской  21,PET37
1580,5705 Постамат Халва,KZN202
1584,На проспекте Пушкина  39,MIN30
1590,На проспекте Октябрьской Революции 67,SVT54
1595,Преображенская площадь,MSK24
1597,6261 Постамат Халва,MSK1520
1598,На Шемякина 2,KSD251
1604,На Карского,GRO5
1613,На Фоменко 74,NCHL47
1614,На Валерии Гнаровской,TYUM21
1619,На Гаруна Курбанова  44А,MKHCH1
1622,4057 Постамат Халва,NSK311
1632,На Баррикад 62/12,IRK35
1635,5 Августа,BLD13
1644,На Чередовой,OMS54
1647,На Чкалова 7,NKHB2
1666,На Кирова,SML10
1672,Адмирала Ушакова,BTV5
1682,6116 Постамат Халва,MSK2255
1689,Стадионный проезд,KAS1
1698,Ямбург  2 стр.1,YAM2
1718,На Советской  1,AKHT5
1730,На Ленина  128,UFA14
1737,На Советском  40,KOL14
1758,На Юбилейной площади  27/2,PLK39
1761,СЦ (прием/выдача тяжелых грузов  LTL),KRS1
1767,На Мичурина,SAM19
1768,2457 Постамат Халва,ORS9
1776,На Октябрьском 7,VLL5
1778,На Маратовской,GSP1
1782,На Нефтяников  26,USI6
1787,На Кирова  25Д,VLK30
1789,На Союзной 8А,ODN13
1792,На Паркентском шоссе,TASH11
1847,На Кожедуба  4,BLSH29
1850,На Новослободской  67/69,MSK908
1855,На Первомайском проспекте  78/93,RZN18
1858,На Черноисточинском шоссе 72,NTG18
1860,На Таганрогской 132/3  Военвед-сити,RND178
1865,На Твардовского  12к3,MSK2362
1879,На Веселовского  84,SRK12
1888,На Мадояна,RND56
1889,На Игуменском тракте 14,MIN58
1894,На Северной 255,KSD12
1896,На Советской  25,DNK5
1900,На Римского-Корсакова,SPB81
1904,На Свердлова,PRR1
1921,На Тимирязева  1,SCH31
1927,На Кузьмина  32,PPS6
1933,Павловский тракт,BRN7
1967,Сосновая,KTN2
1985,На Митрофана Седина  6,KSD106
1991,На 26-й линии ВО 7  стр. 1  ЖК Палацио,SPB1139
1993,На Анрапетутян  62,YERE17
2001,На Нефтяников  5,ORS14
965,На Горького,BLKH2
966,На Крупской  45,DNK3
967,На Университетском микрорайоне  4Б,IRK74
976,На Революционной 40,TLT54
979,Панорама,KSD23
987,На Кутузовском  30,MSK1302
996,Адлер (На Гастелло),SCH33
998,На Писарева 60,NSK252
1002,На Лаврентьева,KZN44
1015,На Советской 204,SHKHT7
1016,На Обнинской 1/1с2,KAB2
1018,На Октября 28,RTK3
1034,На Рубина 58,ULK7
1053,0349 Постамат Халва,MSK1960
1065,На Чкалова  7,NKHB7
1082,5718 Постамат Халва,NSK318
1086,На Захарченко,ELT1
1087,На Киренского,KSK6
1089,На Гагарина,SPB24
1090,На Ушинского 2 корп.1,SPB946
1097,Гранд Каньон,SPB185
1108,На Чернореченской  11,SAM21
1111,2417 Постамат Халва,SPB880
1120,На Тухачевского 58А,KEM13
1139,На Чехова,ALT1
1169,Игнатьевское ш  10/6,BLG14
1173,На Магистральной 17,PASH1
1190,пос. Юбилейный,SAR12
1199,На Федорова  24,KAR13
1207,На Баклановском 172,NCHK2
1212,Гайва,PRM22
1225,На Московском 49а,CHRP46
1229,На Шумяцкого 11,KSK185
1237,На Гидротехнической,TLT21
1242,На Степана Разина  7,VTK3
1247,На Карла Маркса,KSK2
1257,На Воровского  21,KZN265
1260,На Сибирском тракте,KZN14
1273,На Совхозной  35/1,KHAB57
1274,На Заречной 15  корп.1,SPB339
1281,На Ленинском 11,NRS4
1293,На Крымской  28,IZO2
1305,5773 Постамат Халва,MSK1488
1309,На Газовиков,NEB1
1311,На Руставели  3,ALM144
1312,1772 Постамат Халва,RZN64
1321,На Индустриальной,SHKHT3
1329,На Николая Отрады 16  Спартановка,VLG40
1331,На Абая ТД Сокол,PET9
1332,Подлипки-Дачные,KRL10
1337,3243 Постамат Халва,PLK61
1342,На Можайском шоссе 22А,ODN71
1362,На Чкалова,PAV5
1368,На Советской  141А,NAD1
1375,ТРК Парк Хаус  3 этаж,VLG28
1376,На Яхтенной 3к1,SPB1086
1377,На Академика Парина 6,KZN242
1384,Нет приема/выдачи Фулфилмент,MSK2290
1406,На Гвардейской 3,SDK2
1407,На Граничной,ZHLD4
1416,На Полякова 30,TLT37
1419,На Владимира Невского,VRN9
1423,4236 Постамат Халва,CHER19
1430,На Чистовском Тракте 1Б,TOR6
1440,На Ленина 47Б,NFK9
1468,На Маршала Жукова 9,YEKB93
1471,На Ауэзова 82,ALM12
1484,5241 Постамат Халва,YUSKH12
1495,На Генерала Петрова,KRCH3
1496,Лалели,STA19
1502,На Чкалова 29,DZZH8
1522,На Энтузиастов 47/1,SUR25
1541,На Красностуденческом проезде  7,MSK1438
1545,На Ленина 252,LEN1
1560,На Фрунзе  47/1,ATM12
1568,На Железнодорожной  7,KTN7
1581,На 5 микрорайоне  70,KMN6
1596,На Степана Кувыкина,UFA32
1600,Красная 176 ТК Центр Города,KSD66
1605,0742 Постамат Халва,SPB928
1618,На Плеханова  22,MSK2293
1620,На Ивана Попова  21,KRV19
1639,СЦ (прием/выдача тяжелых грузов),TRTS3
1650,На Одесской  3а,GLD12
1652,СЦ (прием/выдача тяжелых грузов  LTL),BRN4
1657,3013 Постамат Халва,NVCH7
1676,На проспекте Строителей  68Б,NZHK9
1684,Северный,CHT5
1686,На Туполева,ULN10
1688,Марьино  5,MAR6
1697,На Нагорной 29к2,MAM7
1701,На Раскольникова 40,NCHL44
1713,На Костромской,VGL4
1716,Южный пр. Победы,KZN41
1727,На Мариупольском шоссе 1а,TGN27
1732,2653 Постамат Халва,MSK1570
1736,На Гоголя,NSK17
1748,На Касьянова  6Г Радиорынок ГЕРЦ,NN90
1749,Стромынка,MSK207
1752,0891 Постамат Халва,YLA31
1762,На Базарном 4,VES1
1766,На Симферопольском бульваре 15к5,MSK2381
1771,2361 Постамат Халва,SKB8
1779,На Кооперативном пер. 7д,YEML2
1786,0991 Постамат Халва,MSK1739
1793,Нет приема/выдачи Фулфилмент,IST20
1799,На Московском проспекте,BRK16
1801,На Новой Заре  6,MAR7
1802,На Чапаева,VIT4
1804,На Ленинском 30,VRN35
1813,На Горького 26,STP4
1823,На Победы,KAR3
1849,На Фрунзе,TPS2
1866,Новогиреево,MSK118
1878,5818 Постамат Халва,VLK83
1880,Кальное,RZN23
1911,На Артема 116А,STR11
1917,5090 Постамат Халва,CHEL160
1920,Пирогова,STV7
1928,На Заполярной 39  корп. 6,KSD246
1951,На Комендантском 4,SPB26
1957,На Баксанском шоссе 2,CHE20
1958,На Калинина 12  ЖК Столичный,ZHLD25
2148,СЦ (нет приема/выдачи груза),OSTS1
2149,СЦ (нет приема/выдачи груза),RZN89
2152,На Бориса Богаткова 190,NSK254
2153,На Цвиллинга,ORN4
2165,На Максима Горького 154,IZHV46
2175,СЦ (прием/выдача тяжелых грузов  LTL),MTSHCH6
2179,На Ротмистрова,KOV2
2191,4015 Постамат Халва,PRK11
2210,На Николая Островского,PSHYA1
2212,Севастопольская,MSK323
2222,На Советской  83,NBK11
2234,21 Амурская,OMS31
2236,На Абая 31,KSSH2
2238,На Ленинградской 21А,RED1
2242,На ЦПКиО,VLG38
2247,На Екатерининской 17,SPD68
2250,На Ленинградской,KHMK6
2260,На Бульваре 100 Йыл  30,ANT1
2264,На Горпищенко 127  корп.3,SVT33
2271,На Ахунской 21,ZRN4
2278,На Алтуфьевском шоссе  64,MSK153
2291,6118 Постамат Халва,MSK1823
2300,На Весенней  15Г,VLZ12
2301,На Сенной,SPB110
2310,На Гидростроителей 65,KSD103
2311,На Журбы  19,MUR22
2329,На Чайковского  6,BOR8
2332,На Кирова 16,KLM6
2344,На Герцена 1,MED2
2353,На Троллейной 23,NSK345
2362,На Революции 1905 года  33/2,VRN85
2366,На Шевченко,ALM6
2368,На Харьковской,MSK328
2373,На Мира 79,VLZH11
2380,На Рябиновой  5,VNL4
2382,На Люблинской 9  корп.2,MSK959
2383,На Кадырова 87А,ARG1
2394,Окружная,MSK343
2400,На Ветеранов,KYSH3
2401,На Осипенко 5,VPM7
2420,Алое Поле  Свердловский пр-т  62,CHEL45
2433,На Соболя  44,MAR5
2437,На Свердловском проспекте 28,CHEL174
2439,5140 Постамат Халва,AKHT7
2441,На Немировича-Данченко 122,NSK324
2445,Переулок Сальский,RND41
2455,4768 Постамат Халва,NSK237
2465,На 9-го Января 53,LES3
2471,Кольцово,KOL1
2473,1763 Постамат Халва,VRN98
2489,На Саратовской 1,SRCH2
2510,На 2-ой Краснодарской,RND16
2521,Администрация ТЦ Сибирь,SUR16
2541,Таможенный склад,ALM40
2554,Царицыно,MSK341
2557,2440 Постамат Халва,KZTS5
2569,На проспекте 70 лет Октября 77А,SRK16
2574,Вокзальная,NKHB1
2580,На Новом шоссе  2,BEL6
2581,На Калинина  38,ARS8
2588,На Заозерной,OMS19
2590,4312 Постамат Халва,SHCHEB23
2600,ГПЗ,RND54
2605,На Пушкина,LUKH1
2609,На Ленина 57,ART2
2610,На Ильбекова,CHBK1
2620,Партизанский,MIN29
2621,На Лухмановской 26,MSK2307
2622,Л.Толстого,VLZ2
2624,Лубянка,MSK16
2628,На Свободы 9,KNSH1
2631,1574 Постамат Халва,VNG14
2634,На 20 Января  2Б,MOS7
2639,На 6-м микрорайоне  8В,SOS1
2640,Кантемировская,MSK92
2644,Наро-Фоминское шоссе  1,KUB1
2652,На Логинова  5к1,RYA1
2653,На Коломенской,MSK29
2656,Горбунки 5А,GOR6
2659,На Энгельса  52,DAV1
2670,На Калинина,BRK13
2677,Лесопарковая,MSK458
2683,На проспекте Гагарина  15,SVT52
2685,6065 Постамат СДЭК,SPD23
2689,На Таганрогской,RND25
2700,На Варейкиса  49В,ULN25
2710,На Юбилейной,BRG1
2738,На Бахметьевской,SAR3
2745,На Электрическом 10Б,VEN3
2760,ул. Карла Маркса,UVA1
2777,На Дзержинского,RYL1
2780,На Мира,TEM3
2787,На Генерала Острякова  33,SVT50
2799,На Комсомольской,UFA15
2810,На Красной 11,SMN2
2811,На Поспелова 22,TAS2
2818,4766 Постамат Халва,SPB1116
2826,На Маяковского,LIS1
2829,На Трактовой  16,OKT12
2846,На 2-й Новосельской 5,SKT17
2864,На Тюленева,ULN13
2867,На Пушкина  29,VEL2
2868,На Кирова 7,OMS119
2878,На Курчатова,OBN4
2893,На Лебедева  10Б/2,UU40
2929,На Промышленной,KSD62
2940,На Труда,IGR2
2946,3912 Постамат Халва,CHT16
2948,На Ленина,VYK2
2956,На Победы  80,YANL1
2957,На Карла Маркса,NVN1
2969,На Строителей,SAR15
2975,Койвулехдонтие,VNT1
2978,На Сакко и Ванцетти,MRSH1
3004,6625 Постамат СДЭК,MSK974
3005,На Зои Космодемьянской  5,VLK31
3020,На Куйбышева,OMS55
3029,На Розы Люксембург,TMK3
3033,На Г.Гафиатуллина 27,BUG2
3034,На Льва Яшина  6,TLT26
3047,5714 Постамат Халва,MSK1720
3071,Терновка,PNZ8
3072,4731 Постамат Халва,MSK1611
3081,Сеть Градусы - выдача,LIK1
3083,На Гагарина  12В,ISH1
3084,1788 Постамат Халва,SML36
3099,На Киевской,SMF4
3105,На Нёманской,MIN22
1960,На Ново-Советской  91,BRK77
1965,На Кабанбай батыра,ALM21
1972,На Солнечной 36Б,SAM71
1975,На Братиславской,MSK7
1982,На Лукина,TVR9
1988,0749 Постамат Халва,MSK1659
1999,На Советском проспекте  203,ULY1
2003,На Балтийской 105,BRN16
2006,На Братьев Луканиных 9,KLG61
2017,На Пражском бульваре 3В,GUR2
2031,На Красноармейской,CHRK2
2037,На Габдуллы Амантая 3,UFA44
2057,На Победы 17,SUL2
2059,2804 Постамат Халва,UFA108
2069,Колорадо,LOS3
2075,На Максима Горького  48,TAT3
2077,Аквапарк,VLZH5
2080,На Дорожной 30,USM4
2087,На Ленина  250,IPA1
2119,На Ленина  163,STA27
2133,На Гвардейском 6/1,NIK5
2144,На Карла Маркса 137,SAM65
2147,На микрорайоне Зеленый Город  1,VGL54
2161,На Технической,KZN59
2170,6139 Постамат СДЭК,GUS4
2178,На Ясной,YEKB38
2183,На Благовещенском  5,MSK1369
2200,На Орджоникидзе 9к1,MSK2356
2204,Веселое на Мира 23,SCH61
2205,На 2-м микрорайоне 5,UVA2
2211,На Черняховского,SPB230
2256,5196 Постамат Халва,USI3
2257,На Энгельса 115/3,KRS9
2263,На Попова 82  Малина,BRN70
2268,На Дзержинского  24,SAM62
2270,На Салмышской 6/1,ORN25
2274,На Большой Спасской,RZHV3
2276,На Спортивной  73,NCHK14
2282,На Лермонтова 341/4  Микрохирургии,IRK5
2283,На Металлургов,NKZ6
2285,2611 Постамат Халва,BTV36
2294,На Измайловском проезде  5/1к4,MSK2276
2304,ТЦ Панорама,CHEV1
2316,5371 Постамат Халва,BLSH70
2331,На Ильменском проезде 17к2  Селигерская,MSK311
2334,На Добровольского  30/1,RND60
2355,На Ленинградском шоссе 25А,KOM7
2365,На Советской  33,IRK68
2369,0146 Постамат Халва,AST127
2371,На Возрождения  53,VGL56
2375,На Макаренко 30,PRM67
2399,На Гагарина  105,DRB1
2408,На Первомайская,SHAKH3
2410,На Молодежной,OBKH1
2415,2635 Постамат Халва,BLSH78
2418,На Жилкино,IRK9
2426,На Крупской  21м,VOL10
2429,Первомайская,KSHL2
2449,3867 Постамат Халва,SPB987
2454,На Прудской,NVL3
2456,Свобода,TGN14
2462,ЖК Город,MSK549
2463,На Капитанской  6,KSK176
2469,На Красноармейской 17,ANN1
2483,На Ломоносова  81,TAL8
2485,На Исторической,VLG36
2503,Мужества,SPB105
2504,На Шашина 8,OKT3
2517,Бермудская дорога,IPS1
2524,Левобережный кристалл,OMS48
2528,На Красной  75/2,NVSH2
2530,На Веры Пановой,RND48
2534,На Карла Маркса  12А,KLN12
2548,4007 Постамат Халва,BRK54
2550,На Советской  88/11,UYAR1
2562,На Сиреневом бульваре  63,MSK1884
2578,На Тургеневском шоссе 33/7,ADY7
2579,На Любимова 57,RDN4
2583,На Русаковской  31,MSK2188
2584,3250 Постамат Халва,TOM58
2596,2200 Постамат Халва,ACHN8
2616,На Толстого  18,YUGO3
2641,На Комитетской 116,NCHK5
2655,6089 Постамат Халва,BRK70
2666,На Ленина 68,TAR8
2667,На Петропавловской  14,SMF38
2672,На Оптиков 37,SPB277
2680,На Ошарской 14,NN54
2688,На Проспекте Ильича 44,SHAT6
2691,На Мира  131,VLZH23
2702,На Лесном 69  лит.А  Лесная,SPB295
2708,На Каширском шоссе 65  корп. 2,MSK571
2713,Мини ПВЗ МФЦ Сапроново,VDN8
2716,На Октябрьской  9б,KHBR1
2724,4206 Постамат Халва,SPB787
2729,Газопровод,MSK399
2734,На Кохомском шоссе,IVN11
2741,На Советской  64,LPTS76
2743,На Трудолюбия,TVR10
2746,0922 Постамат Халва,MSK1558
2748,На Мира  79а,OBY1
2758,На 40 лет Октября,NN30
2759,На проспекте Карла Маркса  177А,SAM48
2768,На Вилеровском переулке  6,SHUSH27
2775,На Победы,RTK2
2781,На Ленинском проспекте,SPB14
2794,На Рахимжана Кошкарбаева 60А  БЦ Тумар,SHET3
2795,На Гагарина 47,YEKB366
2800,На Победы,NKHT1
2801,На Ленина  29,NEF1
2806,Ленинский пр-кт,KLD6
2823,На Гамидова  70а,KHSV5
2827,На Грибалевой,SPB196
2830,На Огарева  32-34,KLD10
2861,На Гагарина  21,BER2
2872,На Кирова  13к1,DMD1
2875,На Калужском шоссе  22-й километр  10,SOYE9
2876,На Энтузиастов 1А  лит. 6В  М7,BLSH14
2895,На 65-летия Победы  26,PNZ77
2904,5605 Постамат Халва,BRZH5
2909,0725 Постамат Халва,SPB869
