id,name,system_name
3563,На Шевченко  3,NIK11
3566,1961 Постамат Халва,ORN42
3594,3036 Постамат Халва,KRV33
3624,На Гайрбекова  50,GRZ7
3633,На проспекте Николая Ермакова  9,NKZ46
3634,На Богдана Хмельницкого  26,NSK339
3645,На Крупской,DTK1
3647,На Северной,VGL6
3659,На Моторостроителей,TUT1
3661,На Якурнова 5,ULN22
3672,На Хабаровской  9,VLK101
3674,5187 Постамат Халва,MAM9
3676,3284 Постамат Халва,SOYE19
3685,4187 Постамат Халва,ANP27
3686,Щукинская,MSK83
3687,На Полевой 60,NOV41
3709,На Борисовском проезде 14к2,MSK2354
3722,На Шевченко 110/190,AKS7
3723,"На Симферопольской 8Б  ""Автовокзал""",ALSH3
3733,Нахимова,SPB226
3739,41/04 по комплексу,NCHL9
3743,На Мусоргского 5  корп. 3,MSK2358
3751,Лобачева  13,PLK16
3752,Екатерининский,RND50
3757,На Чернышевского  36,MEL1
3762,На Энгельса,CHEL13
3765,6717 Постамат СДЭК,LID4
3769,Желябова,PRM8
3785,На Жуковского,PRS2
3787,Славянка,SHUSH2
3799,Площадь Ленина,TMB8
3802,На Ленина,GUB1
3816,На Металлургов  3,MGN8
3820,На Лермонтова 281/3,IRK84
3842,На Донбасской,VDN1
3845,На Университетском  СХИ,VLG19
3854,На проспекте Мира  75,KST62
3861,У Глобуса,YARS30
3892,2194 Постамат Халва,MUR44
3896,3046 Постамат Халва,RND157
3905,На Стаханова  59,LPTS78
3910,На Марии Рубцовой,KHME15
3922,На Архитектора Берша  4,IZHV28
3925,4176 Постамат Халва,AST133
3948,На Белинского,NN29
3962,Блюхера-Уральская,YEKB44
3970,На Абдулманапова  143а,KKS4
3975,На Октябрьской,YESN5
3995,На Муринской дороге  12к2 стр.1,SPB944
4009,На Таежной 6/1,TRS2
4022,На Молдагуловой 8,AKT34
4038,СЦ (нет приема/выдачи груза),SCH43
4054,На Олимпийском проспекте  38к5,MTSHCH75
4056,На Кравченко 11,MSK565
4067,На Перова  12а,ENM1
4069,На Мостовой  2,YAY1
4078,На Ватутина,NLCH8
4089,3654 Постамат Халва,VLD35
4113,На Энгельса 15,VLG31
4115,На Восточной 19,YEKB11
4126,На Обувной фабрике,VLG15
4137,На Базарном переулке  17,LNG2
4149,Юсиф Везир Чеменземинли,BAK3
4172,На Генерала Белова  37,SHUYA3
4173,На Октябре,UU9
4191,Индустриальный,SPB56
4197,На Профсоюзов,SUR15
4198,На Холодильной,NSK71
2955,На Юсупа Акаева,MKHCH11
2983,На Севастопольском шоссе  64Б,ALU1
2990,3289 Постамат Халва,KLD105
2998,На Металлургов,MNG2
2999,На Вербовой 9,NVR33
3003,Крутые ключи,SAM33
3040,На Успенском проспекте  113Б,VPM8
3049,На Ленина,NKZ13
3051,Монгора,SZR5
3054,0827 Постамат Халва,VDN26
3055,На Кореновской,KSD34
3087,мкр. Новобайдаевский,NKZ15
3091,пл. Королева,RND26
3122,17-й микрорайон 7  ЖК Green Park,AKT28
3126,На Парашютной,SPB78
3135,На Мира 25  Кристалл,OMS205
3138,На Вильямса 30,TUL72
3140,На Енисейской,TOM11
3156,6193 Постамат Халва,BLSH72
3170,0413 Постамат Халва,MSK1679
3190,На Ракетном бульваре  17,MSK422
3194,На Мелик-Карамова 4/4  ЖК Возрождение,SUR29
3196,Народных Ополченцев 6,SVT19
3200,На Германа Титова 9  ТЦ Химик,BRN111
3207,На Яна Фабрициуса 12/1,SCH121
3220,На Ленина  117,BLK9
3221,Олеко Дундича,SPB257
3237,На 30 лет Победы  22,TYU1
3241,На Юных Ленинцев 10,SCH115
3253,На бульваре Яна Райниса  31,MSK2272
3258,5295 Постамат Халва,MSK1613
3259,Орбита,SKT6
3277,На Германа Титова,VLG29
3278,На Горького,KSL2
3279,На Баумана 214/2,IRK64
3333,На Двойной 177,KRP3
3335,На 8 Марта  12к1,LYUB73
3347,На Кирова,TOM9
3354,Микрорайон 25А,KRI1
3364,На 25 Октября 8,NIK4
3381,На Ленина 4,UTI8
3404,На Магомедтагирова 184,MKHCH4
3406,На проспекте Славы 6,KPK6
3410,Садовод,MSK548
3416,бульвар Олимпийский,VRN14
3423,ТЦ Конфетти,YALT2
3427,На Арсеньева 74,KAV1
3439,На Эдварда Грига  17,SOYE26
3442,На Гареева  105,KZN245
3445,На Куйбышева  32,MOZ2
3449,На Измайловском бульваре  4к2,SPB1134
3458,На Карла Маркса  73,KUR32
3464,На Ленина  26А/2,ZHU1
3466,5738 Постамат Халва,UU30
3474,На Электродной 9,MSK230
3477,На 12-ом микрорайоне,NFYU3
3492,На 50 лет СССР  2А,SCH113
3511,На Липецком шоссе,MICH1
3515,На Кузнецком,KEM4
3516,На Ткачева  38с1,RND191
3525,На Вокзальной,TGCH2
3531,1631 Постамат Халва,SPB890
3532,На Октябрьской Набережной  22А,IVD2
3541,На Пражской 13,PRZH9
3546,На Взлетке,KSK12
3549,1435 Постамат Халва,VGL26
3553,На Суслова,SUKH2
3556,На Ординарной  18,SPB298
3588,На Новокузнецкой  9 стр. 1,MSK294
3604,На 8 линии В.О.,SPB208
3605,На Гоголя,CHRP5
3606,На Куйбышева 60,KUR41
3610,На Толстого 51/1,BLS10
3623,На Синявинской 11 корп.9,KHME25
3632,"ТЦ ""Солнечный""",VDN5
3636,На Можайского  61,TVR23
3640,На 28 Июля  30,BRE5
3654,3633 Постамат Халва,AST165
3662,На Ленина,DMO2
3665,На Гагарина  20,CHEL62
3680,На Есенина,SPB171
3688,На Карла Маркса,AGR1
3698,На Ершова,KZN35
3708,На Театральной  33,KBSH3
3716,На Бажова 125,YEKB282
3717,СЦ (прием/выдача тяжелых грузов  LTL),LPTS6
3718,На Подольской  31,SPB801
3721,проспект Октября  10,UFA33
3724,На Ильинской  81,NN43
3734,На Молодёжной,ODN10
3741,На Пермякова 68,TYUM188
3753,На Коммунистическом,KPK3
3758,На Широкой  12,OTR4
3764,На Гончарной,KDK1
3766,Новотушинский проезд,MTN5
3804,На Ленина,SEU1
3809,ЖК Одинцово-1,ODN18
3823,На Ленинградской,SAM4
3825,На Комарова 31А,ZLD2
3851,На Совхозной  36,IZHV51
3862,Демьяна Бедного,TYUM17
3865,На Советской  75,BRO4
3867,На Интернациональной 18,RZN88
3872,На Желтоксан,AST12
3874,На Лесной,DMD3
3876,На Мира,KST16
3894,На 40 лет Победы 30,TLT18
3904,На Комсомольском,VDN4
3907,На Посадской,YEKB63
3912,На Оренбургском тракте 160 корп.2  ТЦ Порт,KZN243
3915,На Николая Ветошникова 11,AST170
3931,На Архитектора Данини 5,PSHN8
3936,5991 Постамат Халва,NRS12
3940,На Клинской 2г,VRN124
3942,На Маркса,TLT5
3949,На Юности  2,SLG30
3963,Швейка,ARKH2
3988,Главмосстроя 7,SLN2
3993,На 13-ом микрорайоне  18,NFYU7
4007,На Фрунзе 5,KZN33
4021,На Васенко 25,NVR14
4044,Ворошилова 30,IZHV8
4059,Александровка,RND35
4060,На Энгельса,REZH1
4066,На Саттарханова  156,TUR6
4068,На Льва Яшина 7,NEK10
2854,На 10 МКР 13,ALM159
2863,На Балтийской  13,BRN14
2865,Суворова,RND14
2881,На Райымбека,ALM10
2883,На Заречной 7,SVE3
2887,На 50 лет ВЛКСМ,KRL6
2892,5653 Постамат Халва,UFA93
2897,На Ленина 49/2,SUR56
2907,На Белы Куна  2к1,SPB775
2908,На Суворова 76В,GRO9
2911,На Советской 91,SRE3
2912,На Монастырской 14,PRM63
2925,На 50 лет ВЛКСМ  15,BSHSH12
2932,На Липецкой  7 корп. 1,MSK619
2934,0213 Постамат Халва,NZHV20
2935,На МКАДе 87-й км  8,MSK2370
2939,На Депутатской  17,ZVG12
2942,На Ушинского  9,PRM164
2950,На Садаковской 10,KRV58
2951,На Пролетарской 13,KOV6
2952,На Гагарина,ZHKV2
2954,6354 Постамат СДЭК,ORL9
2962,Виноградная,SCH27
2966,На Чехова  1,ROD2
2970,Анадырский проезд,MSK309
2973,На Кораблестроителей  2,NN40
2979,Перервинский б-р,MSK505
2982,На Макарова,STV15
2984,На проспекте Кирова 391  Самолет,SAM152
2994,На Кальварийской,MIN28
2996,Магнит на Химиков,OMS40
3000,На Уйчи 13к1,NAM3
3006,5999 Постамат Халва,KRL43
3009,На Таманской,KSD6
3010,На Клемента Готвальда 6/Г,PLK80
3017,На Копылова 3,KZN11
3019,На Белинского  232,EKB5
3024,На 7-м микрорайоне  6,ALM123
3025,Петергофское шоссе,SPB170
3038,На Ленина 13,MGN36
3039,На Сосновой  3 стр.1,YURL4
3041,СЦ (прием/выдача тяжелых грузов  LTL),VGL3
3043,На Маршала Бирюзова,MSK504
3080,На Нефтяников 4,SAM156
3089,На Ленина 34,NYA1
3090,На Планерной  89 стр1,SPB1152
3092,На бульваре Архитекторов  14/1,OMS218
3096,На Народном бульваре,RZN9
3097,Верхнеторговая площадь,UFA31
3101,Ньютон,CHEL40
3102,На Тутаевском  93Б,YARS83
3103,На Мира 15,SNO3
3108,Академика Черенкова,TRTS1
3118,На Сафиуллина,KZN42
3121,3296 Постамат Халва,YEKB264
3124,На Димитрова  3,ULN60
3129,2191 Постамат Халва,ARKH46
3136,На Кольцовской,VRN19
3137,На Толубеевском проезде  40стр.1,SPB1148
3153,На Ленина,ARKH52
3165,На Максима Горького,ORL12
3168,На Ленина,STR2
3173,Мира,KMN3
3175,2640 Постамат Халва,ZHKV16
3183,Кольцо Мичуринская-Магистральная,TMB6
3186,ПВЗ Москва-Север,MSK660
3204,На Московском шоссе,ORL5
3205,На Владимира Заровного  34,NSK323
3213,2498 Постамат Халва,RND181
3226,На Космической 47/2,YABL7
3231,На Новороссийской  100,GST1
3234,СЦ (прием/выдача тяжелых грузов  LTL),VLD7
3250,Борисовичи,PSK6
3257,На Твардовского 2  корп.4  стр.1,MSK206
3261,На Краснооктябрьской  42/3,TKHR7
3268,Адлер на Урожайной 95,SCH84
3271,На Сабурово,MSK526
3284,На Рябчикова 15А,KSO1
3287,На Энтузиастов 31,VLG27
3296,2113 Постамат Халва,YLA30
3299,5731 Постамат Халва,SAR74
3304,На Культуры,NN18
3305,На Советской  2,BRK31
3307,На 8 Марта  21,BOR12
3309,5491 Постамат Халва,MSK2006
3311,На Генерала Кравченко  8,SPB335
3316,На Пушкинском проспекте  25,MOG5
3317,Университетская Венеция 11,SUR18
3323,СЦ (нет приема/выдачи груза),URA1
3332,На Марсовом  3,SMF36
3358,На Дзержинского 179,STV23
3370,На Фролова,PPK9
3392,Рашпилевская  144,KSD20
3417,На Строителей  7,BOG5
3433,На Политотдельской 11,PRO8
3444,Прогресс Драйв Юнит 3494,SAU1
3450,3278 Постамат Халва,MSK1680
3455,На Первомайской  146А/1,BLS3
3461,На Центральной  12,FIR1
3462,На Титова,EKB9
3465,На 1 Мая  76а,PGT1
3486,На Челнокова  33,KLD15
3493,На Пятигорской,YESN2
3496,Простоквашино,TGN13
3499,На Сухаревской  70,MIN37
3514,На Калинина 36,VLKH4
3519,На Орехова 47,KOM3
3529,Выборгская,SPB145
3550,На Богдана Хмельницкого,BLD9
3570,3253 Постамат Халва,ZLN40
3571,На Белинского 93/2,PVS2
3574,На Мира  77А,ANP23
3592,На Политехе,BRN19
3611,Таможенный склад ГТ Пулково,SPB336
3614,3141 Постамат Халва,SPB840
3622,На Опрокиднева,TYUM38
3629,На Курыжова,DMD10
3630,На Жукова 112 (Дом Пионеров),VLG30
3637,На Особенной 131,RND192
3638,На Дзержинского,SLT6
3648,На Октябрьской,DNS2
3649,На Ашурова  3Б,NLCH13
3656,На пр-кте Победы,KLD8
3660,На Герцена 3,KRS14
3677,На Ленина  51А,MAR1
2961,На Комиссарова,VLD12
2972,На Космонавтов,APT3
2988,На Новороссийской  39,GLD25
2989,На Ленина  58,UST12
2993,На Мезенском 78/17,RND197
2995,На Бельгина,RAZ1
3008,На Донецкой  34к3,MSK2304
3015,На Бежко 24,NOV21
3016,На Петрищева,DZZH4
3021,На Кошевого,VLG14
3022,На Советской 36А,DOG1
3037,На Комарова,CHEL20
3058,Чобан-Заде,BKR2
3062,На Зелёной 89А  ЖК Светлая долина,KZN238
3068,Камерон-стрит,LAS1
3069,На Воронежской,MSK436
3075,0792 Постамат Халва,ELT27
3085,На Парижской Коммуны,VNV1
3095,На Нефтяников 26,USI2
3098,На проспекте Октября 93  Универмаг Юрюзань,UFA52
3100,На Ибрагимова 83А,KZN249
3115,На Строителей 2Г,VLG137
3120,6126 Постамат Халва,MSK1984
3123,На Аэровокзальной  2,KSK134
3134,1902 Постамат Халва,KHME72
3141,На Шпагатной  1Б,ARM15
3146,На Уткина 13,IRK87
3147,На Обручева  34/63,MSK63
3149,На Угрешском проезде 3А  стр. 2,DMO7
3160,На Лесной  18 Юбилейный мкр.,KRL57
3171,На Чичерина  13,CHEL33
3179,На Ленина,OSK4
3181,На Гостенской,BLD42
3185,На 4-й Железнодорожной 57,IRK7
3188,На Пугачева  19Б,TMZ4
3214,На Наседкина,CHRP6
3225,На Западном обходе  39/2к5,KSD148
3227,На Гурзуфской,YEKB15
3230,На Калинина  134,GRG5
3232,На Бутомы,SVK5
3248,Куровское,KVE1
3260,На Назарбаева  5,GRZ9
3265,На Чайковского 78,YEKB349
3275,5377 Постамат Халва,SHCHLK19
3280,На Бауманской 43/1с2,MSK208
3282,На Гончарова 11,DMG11
3285,На 9-й Тихой,KSD43
3286,4405 Постамат Халва,LBN12
3289,На Карла Маркса  51,MGN12
3292,3890 Постамат Халва,RND160
3306,На Колхозной 55к2,PLK82
3320,Марьинский парк 33  Люблино,MSK679
3321,6228 Постамат Халва,ZLN37
3328,На проспекте Ленина  37,SUR5
3337,0706 Постамат Халва,SPB922
3340,На Саларьевской 9,MOK28
3359,На Строителей  1,CHE22
3360,Леонидовка,MTSHCH14
3369,3-й Текстильный переулок,NGN8
3383,Хоста,SCH21
3384,На Серова,OMS42
3387,6421 Постамат СДЭК,BLSH51
3405,На Шкапина  22,SPB39
3430,Комаровка,MIN23
3436,На Юрина  305,BRN11
3451,На Дзержинского,KOZ1
3460,На Шоссейной 15А,VYA3
3476,Отрадное,MSK11
3489,На Уметалиева  101а,BISH32
3490,На Свердлова 65,KIR15
3524,На Красноармейской 21,TYM1
3534,На Димитрова  119,KSD243
3537,На Маерчака  50Г,KSK165
3548,Нет приема/выдачи Фулфилмент,ALM140
3557,На Мира,YUSKH4
3558,На Самарской,URA4
3581,Красносельская,MSK180
3582,На Красногвардейской,VOL1
3598,На 7-м микрорайоне 10Б,TBL2
3599,На 50 лет Октября 71А,YAD1
3618,На Студенческой,NSK68
3619,На Малыгина,TYUM12
3628,На Дзержинского  62/ Урицкого  27,TYUM187
3643,На Ленина 137,SHDR1
3651,Октябрьский пр-т  145,LYUB2
3652,На Александра Невского  2Жк4,ULN59
3666,На Кайтымской  36,KAN10
3710,Сущевский вал  5 стр. 15,MSK560
3742,На Республиканской,YARS5
3748,6179 Постамат СДЭК,KSK80
3776,На Краснознаменной  50,SDA4
3777,На 50 лет Октября 8Б,TYUM185
3779,На Советской 21,SPKH1
3786,На Горького 6,RBN17
3796,мкр Елецкий,LPTS9
3801,СЦ (прием/выдача тяжелых грузов  LTL),VSL3
3807,На Маяковской,SHRYA1
3831,На 3 Микрорайоне,MOK1
3832,На Дыбенко 22 корп.1,SPB113
3841,На Пятилетки 36,BRZ11
3850,2767 Постамат Халва,NZHK12
3856,На Ауэзова,AST35
3864,На Карла Маркса 66Д,KRS4
3870,2594 Постамат Халва,MSK1596
3871,На Восстания  16,KZN61
3873,На Свердлова,SHDR2
3875,Таможенное оформление-2,USS16
3880,На Юлиуса Фучика  1,PTG11
3891,На Романова  15,CHER7
3895,2083 Постамат Халва,VLG104
3913,Тверская - Ямская,MSK495
3933,мкр. Северный,POL2
3935,Бытха на Дивноморской,SCH32
3939,Ленинский  92,SPB135
3941,На Бархатовой  5,OMS60
3961,На Ленина,SAM47
3972,1-ый квартал  47а,RDN2
3974,На Петровском б-ре 7,SPD25
3978,На Зернова,SAR9
3999,На Ленина 6,DON2
4001,На Ивана Фомина  9,SPB1164
4024,На Парковой 14Б,SVT23
4025,На Карла Маркса  25,GLV4
4030,На Бохняка 16/1,PPK11
4061,На Стаханова 2,LPTS18
4082,На Денисовском переулке 8/14,MSK355
3206,На Гвардейской  18В,SAR52
3212,Москва-Юг,MSK342
3215,На Тургенева  11Г,ZEL4
3224,На Калужском шоссе,TUL25
3242,6660 Постамат СДЭК,KSK82
3244,На Жулебинском бульваре,MSK347
3247,На Льва Толстого 16А,CHA3
3254,На Баляева 35  ТЦ Бачурин,VLK37
3255,На Жигуленко,KSD68
3262,На Ново-Вокзальной,SAM12
3276,На 139-ой Стрелковой,CHBK11
3291,На Коктебельской 4  корп.1,BTV39
3294,На Октябрьской 3,RBTS1
3301,На Пирогова 5Ак6,STV63
3314,На Будапештской,SPB102
3322,На Дружбы  77,YLA44
3331,На Трудовой  10Б,YAR1
3351,На Ленинском проспекте 85,MSK2281
3355,На Лизы Чайкиной,TLT8
3356,Кондратьевский  68,SPB228
3357,На Автостроителей,DMG4
3362,На Университетском,LPTS15
3367,2839 Постамат Халва,NKZ50
3368,6243 Постамат Халва,SPB883
3374,0245 Постамат Халва,OMS140
3379,Московский проспект  143,NCHL11
3382,На Советской  17,TMB15
3390,Новлянский,VKS3
3397,На Мира,VLG10
3400,На Генерала Пилипенко  1к3,DES8
3401,(На Севастопольской 43Г),SMF22
3419,На Чекистов 33,KSD76
3425,На Советской,NZO1
3437,Нагатинский бульвар,MSK275
3438,На Циммервальда  47с10,DAN4
3443,На Дружбы,NKZ12
3457,На Чичканова,TMB10
3467,На 60 лет октября,ORL6
3470,На Кондратюка,OKB1
3473,МКР Тайфун,KLG16
3481,На Комсомольском проспекте 22,CHEL143
3485,На Крыленко,SPB165
3488,На Центральной 89  мкр. Головинка,SCH99
3505,На Академика Сахарова  10,KZN247
3507,На Орловского 3А,MOG4
3508,На Пролетарской  39,KSD230
3509,На Сибирском тракте,EKB15
3512,На Бертюльской  7,AST9
3513,На Октябрьской  87ж,SRB1
3528,СЦ (нет приема/выдачи груза),KZTS1
3540,На Космонавтов,KOR4
3552,На Рыдзинского  24,YAKT36
3564,6802 Постамат СДЭК,UU19
3568,0257 Постамат Халва,MSK1616
3569,Красные Зори,VYK1
3572,На Мира  278Д,STV17
3576,На Митинской,MTN9
3577,На Светлогорской,PRM24
3579,Мангилик ел 53,AST36
3580,На Петренко,RND31
3586,На Елецкой,VLG32
3593,На Октябрьском,KRV6
3595,На Спартаковской  2к1 БЦ Караван,KZN3
3612,2236 Постамат Халва,VDN27
3620,На Чемпионов  1,YEKB343
3627,5395 Постамат Халва,ULN52
3631,На Есенина  67,NSK325
3655,пр-т. Яшлек,NCHL21
3658,На Ленина 9,USI4
3663,4328 Постамат Халва,TMZ3
3667,На Победы 1/08а,ZAI6
3669,На Динамо,YEKB80
3670,9 микрорайон,LPTS5
3683,На Кирова,NKZ10
3684,На Народной,SRV5
3689,На Портовой,RND45
3695,3065 Постамат Халва,ORL24
3697,На Сочинской  1А,SHE6
3701,Розы Люксембург,BUD1
3707,2186 Постамат Халва,ARKH35
3712,Молодежная,IZHV5
3720,На Промышленной  4,KON1
3725,На пл. Тружеников,RND4
3729,На Октябрьской революции 32Д,SVT62
3730,6035 Постамат СДЭК,MSK2308
3736,На Рязанском проспекте  32к3,MSK220
3767,На Ферганской 1,YEKB120
3772,На Ивана Франко 40к1,MSK2305
3775,Горсовет - пр-т Октября  116,UFA23
3788,На Набережной  12А,NOV26
3793,Солнечный,IRK28
3800,На Ленина  36,MTSE3
3803,На Космонавтов 108/2,YEKB365
3817,На Победы  75,ORN21
3818,Ленсоветовский На Московском шоссе  244,SHUSH25
3848,На С. Карнацевича 14,TYUM26
3855,Южное Измайлово,MSK475
3869,Зеленая роща,KSK21
3877,Вавилова,NSK35
3885,На Баклановском,NCHK3
3887,На Тюльпанов 2,YANN12
3899,На Ижорского Батальона,KLP8
3901,На Новогородской 34,CHBK9
3916,На Весенней 8,FRL1
3917,На Ленина,SRP11
3926,5747 Постамат Халва,NCHL39
3938,На Лауреатов 41,NRS1
3944,Парк Победы,MSK556
3946,На Рыленкова,SML8
3959,На Циолковского,RZN10
3964,На Коммунистической 54,VER3
3968,На 1-м Монетчиковском пер. 8,MSK76
3971,На Комсомольской,CHKL1
3989,Метро проспект Победы,KZN15
4002,На Комсомольском проспекте  10Г,CHEL15
4004,На Заводском  13,GOL1
4019,На 2-ом квартале  37,PRI7
4043,На 1-м Советском,WLK1
4049,1439 Постамат Халва,KST46
4080,6668 Постамат СДЭК,FRN4
4088,На Центральной  15Б,KDN1
4102,На Производственной 10к1,MSK2326
4104,На Московской  108,MUR19
4116,На Сони Кривой 83,CHEL63
2891,На Аустрина  139,PNZ65
2899,На проспекте Александровской Фермы  8с1,SPB1162
2910,На Ленина  50,SDG1
2920,На 45 Параллели  2,STV28
2921,На Искры 66/9,SCH112
2922,На Ангелов,MTN3
2927,На Дугина,ZHKV7
2930,На Архитекторов 3к5,OMS208
2964,На Гоголя,STR5
2967,На Снеговой  71,VLK93
2968,На Свободы 8,VRKH1
2971,Черная речка,SPB70
2987,На Черняховского,GKL2
2991,На Халтурина,GLD5
3007,На Шевченко 26,SVT21
3013,На Нансена  148А,RND200
3023,На Горняцкой 18,KRA17
3026,Гольяново,MSK150
3044,1581 Постамат Халва,SPB937
3048,На Ленина,BLTS1
3053,Фабричный,UU10
3057,СЦ (прием\выдача тяжелых грузов  LTL),AST25
3059,На Народного Ополчения  9,KRN13
3061,На Достоевского 135,UFA118
3063,На Героев Североморцев 33А,MUR24
3070,На Гагарина 23,ARG3
3073,На 1-ой Рабочей,TOM4
3079,На проспекте Октября  73,STR14
3082,На Октябрьской  22,KOT9
3104,ТЦ Юла,KIM2
3110,На Жошы-хан  1,AST149
3125,На Богатырском 35,SPB99
3130,На Суеркулова 45А,BISH30
3144,На Новочеркасском проспекте  33к3,SPB1155
3150,На Гагарина 7,YEMA1
3154,ПВЗ На Труда 46А,VRN21
3155,На Белинского 42,LSK6
3161,На Герцена,ORSH2
3172,Жукова-ТСК Сипайловский,UFA5
3180,На Бульваре Строителей 14,KEM102
3187,На Гагарина 69,RZN24
3189,На Нарвском просеке 25,BLSH32
3192,На Леселидзе  21,GLD21
3197,На Строителей,RZN17
3198,На Молодежной 8,FRY2
3211,На 39-ой Гвардейской дивизии,VLG13
3236,На Бульваре Чавайна 11,YLA41
3243,На Коммунистической,PAV2
3264,1563 Постамат Халва,KLM26
3266,На Симферопольском проезде 18,MSK1077
3270,СЦ (нет приема/выдачи груза)  LTL,TPS1
3288,На Гагарина 25,PRK5
3298,1926 Постамат Халва,CHEL154
3325,На Медицинском,KSK24
3327,На Полетаева  6Д,VLK96
3329,На Рабочей  30а,YEK1
3334,На Ленина  23,ZHU2
3350,Дружелюбный на Железнодорожной 2А,KSD219
3361,5697 Постамат Халва,VLK70
3371,На Тургеневской,RND39
3372,На Ванеева,NN27
3373,Киселева 10,MIN35
3375,На Крауля,YEKB2
3377,На Мира,NCHL3
3409,На Комсомольской,KOV1
3414,На Макаренко  38,SVT55
3418,На Вокзальной 2,SVB2
3429,На 25 Октября,KST32
3440,Ленина,KLTS1
3456,Питерский пр-т,NOV4
3468,На Орской 19д/22,RND185
3469,На Анатолия Живова  6,MSK963
3475,На Цимлянской 20,MSK595
3495,На Плеханова  57,PRM175
3497,На Александра Чистякова 6,NSK136
3504,На Меланжистов 3Б,YEGO1
3506,На Перелета,OMS32
3518,Богатырский 64,SPB64
3521,На Советской 11,NSR1
3536,На Минской 2,PNZ47
3539,Дубки,APR2
3542,0747 Постамат Халва,MSK1836
3543,Ельнинская  20 корп. 1,MSK511
3544,Восточный микрорайон,TUCH1
3551,На Горького  154,BISH35
3554,На Машиностроителей  34а,PLK86
3555,На Аптекарском проспекте 8А,SPB1087
3561,На Московском проспекте  189/4,VRN126
3575,На Торайгырова,ALM15
3583,На Партизана Железняка 53,KSK181
3585,На Победы  96,SAM169
3590,6002 Постамат СДЭК,PSK5
3600,На Остужева,VRN5
3603,На Акпан батыра 70,SHYM5
3607,На Мамраева 22/5  Восток 5,KAR11
3608,Проспект Славы 52,SPB258
3621,На бульваре Веласкеса  8,SOYE31
3625,Стачки,RND42
3650,На Карла Маркса  15А,OSK6
3664,На Кожевенной,KSD70
3671,1637 Постамат Халва,TVR54
3673,4572 Постамат Халва,SPB962
3679,На Звездной,SPB33
3690,На Затонной  11а2А,MSK2342
3692,На Генерала Кузнецова,MSK541
3706,На Симферопольской  23,ARM21
3713,На Почтовой 16Б,AGR2
3714,4943 Постамат Халва,SVK23
3715,На Юбилейном,KHME18
3728,2922 Постамат Халва,VLZH15
3735,2926 Постамат Халва,VGL36
3744,На Некрасова  2с3В,SKHD12
3755,На Каргопольской,MSK377
3759,На Виноградной 224/4,SCH116
3763,На Советской 97,KST24
3771,На 8 марта  29,ISHI5
3780,На Гастелло  35А,SAM76
3783,На Ополченской 55,VLG118
3784,На Советской 148,ALT5
3791,На Пушкина,OMS2
3795,На Среднерогатской  14,SPB300
3798,На бульваре Пищевиков  18А,VRK3
3810,На Арсенальной  6,DEV2
3821,Бакинских комиссаров - Победы,YEKB60
3112,Архангельское  17В,ARK1
3117,На Новороссийском шоссе 9А,DZH1
3119,На Черноморской,VIT9
3139,На 50-летия Магнитки,MGN7
3145,3508 Постамат Халва,MSK1530
3151,На проспекте Октября  60,UFA35
3164,На Лазарева,LZR3
3177,На Старомарьинском шоссе  6к1,MSK2347
3182,На Таврической,ALSH1
3202,На Желтоксан,BAL3
3210,На Московском шоссе 199,SAM39
3216,На Азина  71,SAR96
3218,На Генерала Тюленева  25А,MSK2331
3219,СЦ (Нет выдачи/приема),KST10
3240,На Советской  66,DBR2
3245,Кабдолова,ALM11
3256,Ильича  40,YEKB90
3273,На Усольцева 13,SUR62
3283,На Федосеева  38в,ALM30
3293,На 24 Северной  168/2,OMS139
3295,На Декабрьских Событий 125,IRK89
3303,Урюковая  12 (Тургеневское шоссе),ADY1
3338,На Первомайском,PTR5
3344,На Куйбышева,KSK15
3348,На проспекте Ленина  2,ISHSH6
3363,На Кирова 306/2,BLK24
3366,3625 Постамат Халва,SPB1071
3376,На Строителей  15,ZAT2
3391,На Савушкина  143,SPB96
3398,На Народном проспекте 28,VLK36
3407,На Ярославском шоссе  51,MSK2301
3412,На Мира 26,ZAO1
3413,На Дзержинского,ORN8
3415,Адлер на Ленина 187А,SCH25
3424,На Красноармейском  64,BRN56
3426,На Большакова/Чапаева,YEKB68
3428,На Белинского  54,YEKB121
3435,На Брянцева,SPB118
3441,На Тимирязева  101/1А,BVV2
3453,5993 Постамат Халва,NRS13
3471,2100 Постамат Халва,CHKS4
3472,2254 Постамат Халва,KSD227
3478,На Раззакова,BISH1
3480,На Октябрьской 25,ALD1
3483,На Ленина 18,SOL3
3487,На Бауыржан Момышулы 21В,SHCHUCH2
3491,На Фрунзе 2Б,LNN2
3501,На Спортивной 35/1,GUS11
3502,ИНОРС - ЖК Акварель,UFA20
3526,На Дунайском,SPB111
3538,5512 Постамат Халва,MSK2007
3545,На Заводской 3А,YUPO1
3547,На Очаковском шоссе 10к2  стр. 1,MSK1887
3560,На Красном Маяке  98А,BRK27
3562,На Универмаге,UFA7
3567,На Ломоносова,SHEB1
3573,На проспекте Героев 2Б,BLK10
3578,На Ильи Тараканова  13а,YURZ1
3584,На 6-м микрорайоне 1,ANG17
3589,На Карпинского  36,PNZ6
3591,Tsentr Rehovota,REK1
3597,На Римского-Корсакова  11к3,MSK954
3601,На Наташи Ковшовой 27,MSK307
3602,6155 Постамат СДЭК,MUR14
3613,"На Героя Яцкова  15к1  ""Губернский""",KSD104
3626,24 Сезон,BRN24
