id;warehouse_id;city_id;street;house
1589;1589;245;мрн Дубрава-3;31а
1606;1606;581;ул. Мимоз;39
1612;1612;410;ул. Челябинская;9
1616;1616;1421;ул. Янки Купала;67
1636;1636;190;ул. Грибанова;12
1642;1642;1508;ул. Евпаторийское шоссе;2Г
1651;1651;136;КВАРТАЛ МАЯКОВСКОГО;18а
1668;1668;13;ул. Максима Горького;25
1669;1669;378;УЛ. ЗАЙЦЕВА;38
1670;1670;821;ул. Большая Красная;д. 94б
1673;1673;508;ул. Чечёрский проезд;124
1677;1677;343;ул. Парковая;42
1678;1678;328;ул. Чкалова;19
1700;1700;623;ул. Советская;1А
778;778;101;ул. Авиаторов;5
784;784;96;ул. Гашкова;19А
793;793;386;ул. Рабочая;62
805;805;82;ул. Соколово-Мещерская;14
828;828;98;ул. Опалихинская;40
834;834;796;УЛ. ЛЕНИНА;72
842;842;570;пр-т. Дзержинского;01.янв
844;844;101;ул. Щорса;78
849;849;94;ул. 50 лет Октября;67/1
856;856;350;Советская пл.;3
865;865;82;ул. Черняховского;17А
869;869;631;проспект Победы;21
872;872;167;ул. Промышленная;14
891;891;836;ул. Ленина;66
894;894;506;пр.Буденновский;120/1
899;899;2342;ул. Малое Понизовье;3
920;920;1032;ул. Розы Люксембург;124А
942;942;1148;ул. Дениса Белых;2а
959;959;541;ул. Кирова;21
971;971;1491;ул.Чехова;35
974;974;429;ул. Бирлово Поле;1а
981;981;560;Проспект Кирова;28
992;992;328;ЛЕНИНГРАДСКИЙ ПР-КТ;52
997;997;2025;д. Клопицы;2В
1006;1006;2018;ул. Интернационалистов;01.янв
1013;1013;1005;ул.Одесская;44
1025;1025;82;ПРЕСНЕНСКАЯ НАБЕРЕЖНАЯ;4 стр. 1
1031;1031;347;ул. Хользунова;10Б
1045;1045;506;ул.Шеболдаева;95А/2
1046;1046;500;ул. Морозова;51
1047;1047;1518;ул. Лесная;18
1069;1069;82;ул. Шарикоподшипниковская;июн.14
1074;1074;1324;пр-т. Комсомольский;14
1088;1088;1127;ул. Анетты Басс;13
1095;1095;425;пр. Али-Гаджи Акушинского;266
1098;1098;805;ул. Энгельса;14
1104;1104;1470;ул. Стахановская;70/1
1110;1110;169;ул. Бухарестская;94к1
1118;1118;112;ул. Нагорная;62
1119;1119;169;пер.  Лыжный;1
1128;1128;493;ИНДУСТРИАЛЬНАЯ;38
1132;1132;169;пр-т. Лиговский;271
1149;1149;1367;ул. Желябова;44а
1157;1157;326;ул. Андропова;26/28
1158;1158;82;ул. Дубнинская;32
1161;1161;977;ул. Советская;31
1163;1163;244;ул. Авиаторов;18
1171;1171;117;ул. Ленинградская;10
1172;1172;82;ул. Академика Пилюгина;18
1184;1184;190;ул. Рабоче-Крестьянская;11А
1186;1186;169;пр-т Московский;71k3
1203;1203;321;ул. Гоголя;27
1214;1214;176;ул. Оснабрюкская;36
1216;1216;25;ул. Пушкина;61
1219;1219;98;ул. Пехотинцев;12
1241;1241;692;ул. Степная;5
1246;1246;494;ул. Энтузиастов;5
1249;1249;1426;ул. Айтеке би;52
1259;1259;82;ул. Ефремова;18
1262;1262;180;ул. Конная;33
1267;1267;171;ул. Советская;168а
1269;1269;701;ул. Братьев Жубановых;290
1270;1270;557;пр-т. Московский;7А
1272;1272;410;ул.Свободы;161
1275;1275;90;ул. Судостроительная;10
1282;1282;24;ул. Южная;1
1286;1286;1770;ул. Советская;34
1287;1287;822;ул. Советская;4
1295;1295;261;ул. Катукова;43
1304;1304;1246;ул. Московская;36/22
1307;1307;143;ул. Якупова;40
1317;1317;424;ул. Западный обход;42к3
1322;1322;169;пр-т Богатырский;7
1323;1323;297;ул. Красноярская;2А
1336;1336;99;пр-т Кольский;152
1340;1340;112;ул. Тучина;13
1357;1357;103;ул. Ойунского;10
1361;1361;82;ул. Вагоноремонтная;5
1369;1369;176;ул. Левитана;48
1386;1386;479;1 мкрн;45
1389;1389;414;50 ЛЕТ ОКТЯБРЯ ПР-Т.;13а
1394;1394;173;ул. Авдотьинская;28
1404;1404;77;ул. Декабристов;2
1409;1409;935;ул. Советская;2
1427;1427;82;пр. Студеный;4, корп.1
1445;1445;259;ул. Дегтярева;19
1447;1447;15;6-й квартал;36
1453;1453;506;ул. 50 лет Ростсельмаша;7б/2б
1456;1456;328;ул. Чкалова;35
1462;1462;497;Ул. Академика Челомея;11
1469;1469;570;ул. Одоевского;01.ноя
1473;1473;876;ул. Банковская;1
1475;1475;269;2-ой пер. Мира;24
1487;1487;282;ул. Каменская;89
1489;1489;2038;село Вороново;114
1490;1490;1774;ул. Аубая Байгазиева;172
1492;1492;1679;ул. Мира;3
1521;1521;347;ул. Генерала Лизюкова;17а
1526;1526;249;ул. Советской Армии;127
1530;1530;309;ул. М. Горького;635А
1537;1537;176;ул. Шишкова;90
1539;1539;169;ш. Выборгское;22
1562;1562;82;дер. Ближние Прудищи;02.янв
1565;1565;570;ул. Крылова;07.янв
1593;1593;387;ул. Анджиевского;01.мар
1594;1594;1365;пос. Совхоза им. Ленина;стр. 1
1607;1607;98;ул. Крауля;83А
1621;1621;926;пр-т Советский;50
881;881;484;НОВО-МОЛОКОВСКИЙ Б-Р;10
885;885;337;ул. Автомобильная;4 лит А
887;887;476;ул. Поленова;2
888;888;179;б-р. М.М. Кузьмина;27
896;896;1772;бульвар Гюн Сазак;7В
902;902;1058;ул. Шохина;12
913;913;341;ул. Халезова;27а
919;919;570;мрн Горский;53
940;940;131;ул. Октябрьская;85/2
949;949;332;ул. 280-летия Барнаула;21
956;956;82;ул. Зеленодольская;36, корп.2
958;958;256;ул. Авиационная;34
968;968;417;ул. Михайловское шоссе;31В
978;978;1816;ул. Октябрьская;1
980;980;981;ул. Садовая;9А
995;995;408;ул. Белинского;1А
999;999;626;ул. Гагарина;08.дек
1000;1000;125;ул. Кооперативная;26
1019;1019;310;пр-т. Кулиева;2
1027;1027;99;пр-т Кольский;51/8
1035;1035;10;ул. Горького;81
1042;1042;101;пр-т. Мира;60
1044;1044;82;ул.Татьяны Макаровой;3
1049;1049;424;ул. Красная;124
1051;1051;879;ул. Победы;3
1063;1063;1140;ул. Максима Горького;65Г
1064;1064;382;пр-т. Беломорский;18.июн
1071;1071;1017;ул. Кенесары;65
1083;1083;2069;ул. Гордино;55
1102;1102;10;ул. Песочная;19
1117;1117;82;ул. Маршала Захарова;5
1123;1123;270;40 ЛЕТ ПОБЕДЫ;43д
1133;1133;408;ул. Котовского;16
1135;1135;494;УЛ. МЕНДЕЛЕЕВА;155
1138;1138;634;ул. Чехова;39
1151;1151;365;ул. Селивановская;51
1152;1152;101;ул. Маерчака;8
1154;1154;179;ул. Маяковского;101
1156;1156;954;ул. Казачья;156
1164;1164;102;ул. Байкальская;126/3
1165;1165;650;ул. Белинского;49
1167;1167;1115;ул. Коммунистическая;14.фев
1174;1174;1435;ул. Московская;33
1182;1182;424;ул. Героев-Разведчиков;17.янв
1183;1183;490;ул. Максима Горького;54
1189;1189;374;пр-кт Красных Партизан;43 пом. 31
1195;1195;843;ул. Ленина;68
1222;1222;703;ул. Дмитрия Донского;11.янв
1240;1240;939;ул. Ш. Хасанова;26
1243;1243;96;ул. Николая Островского;93Д
1258;1258;410;ул. Худякова;6
1266;1266;341;ул. Галиаскара Камала;18
1288;1288;494;ул.  Бакалинская;25
1290;1290;424;Вишняковой;03.июн
1302;1302;500;ул. Тентюковская;320к3
1303;1303;102;мкр. Юбилейный;117/1
1324;1324;570;ул. Маяковского;04.янв
1335;1335;89;ул. Героя России Макаровца;1А
1339;1339;779;ул. К. Маркса;20Д
1344;1344;177;ул. Благовещенская;35
1350;1350;82;Северный бульвар;3
1352;1352;169;Лиговский проспект;50, лит Х
1354;1354;485;ул. Циолковского;1а
1370;1370;173;ул. Спартака;22
1413;1413;1337;б-р Эйнштейна;4
1414;1414;98;УЛ. БЕЛИНСКОГО;132
1417;1417;410;ул. Богдана Хмельницкого;18
1418;1418;260;ул. Ефремова;31/33
1422;1422;258;ул. Юрия Двужильного;12
1424;1424;494;Ул.Правды;31/2А
1425;1425;408;Авторемонтная;47
1426;1426;1470;ул. Виноградова;19а
1431;1431;573;ул. Астраханская;177
1442;1442;82;ш. Варшавское;160, корп. 2
1464;1464;187;ул. Советская;49А
1465;1465;82;дер. Ближние Прудищи;02.янв
1479;1479;169;пр-т Богатырский;49к1
1486;1486;269;пр-т. Авиастроителей;20/35
1494;1494;343;ул. Политехническая;38/2
1497;1497;82;ул. Щербаковская;20
1506;1506;82;ул. Никитинская;33
1511;1511;801;ул. Гагарина;1
1512;1512;666;пр-т. Ленина;23б
1533;1533;1322;ул. Лобанка;14
1534;1534;1085;пр-т Ленина;18, лит.А
1536;1536;343;ул. Московская;19
1544;1544;570;ул. Комбинатская;1
1548;1548;763;ул. Школьная;62а
1549;1549;169;ул. Парфеновская;9 корп 1 стр 1
1550;1550;295;пр-т. Циолковского;92
1554;1554;1774;ул. Кисикова;88А
1555;1555;261;Проезд Боевой;39
1563;1563;1322;ул. Олешева;3
1575;1575;500;Октябрьский пр-т;16
1588;1588;169;Ул.Планерная;63/1
1601;1601;506;ул. Темерницкая;83
1615;1615;500;пр-кт Бумажников;41/12
1617;1617;1628;Район Цзядин, ул. Иньюй;135
1630;1630;98;ул. Грибоедова;9
1637;1637;179;пр-т. Космический;18
1638;1638;66;пр-кт Баклановский;200
1640;1640;1151;ул.Эстонская;3
1641;1641;164;ул. Уральская;5
1645;1645;504;РЕСПУБЛИКАНСКАЯ;151А
1664;1664;134;ул. Южная;14 стр. 10
883;883;877;ул. Мусы Джалиля;11Б
907;907;169;ул. Марата;8
915;915;411;пр-т. Кирова;59
918;918;11;ул. Большая Санкт-Петербургская;39, стр.11
939;939;719;ул. Володарского;152
960;960;1424;ул. Крупской;60а
964;964;497;пр-т Юбилейный;66
969;969;169;проспект Ветеранов;87
972;972;98;ул. Маневровая;26
977;977;625;ш. Ленинградское;65
984;984;545;ул. Ленина;149
985;985;581;ул. Доваторцев;84/4
993;993;506;ул. Красноармейская;278/58
1005;1005;1652;ул. Абдусалама Абакарова;53
1010;1010;12;ул. Кубяка;1А
1012;1012;1064;ул. Пионерская;12
1021;1021;82;ул. Кожевническая;18
1033;1033;169;ул. Восстания;42
1041;1041;269;УЛ. РАДИЩЕВА;153А
1043;1043;44;пр-кт Ленина;125
1055;1055;84;пр-т Октябрьский;266
1085;1085;305;ул. Нефтяников;9
1092;1092;180;ул. Мухина;150
1093;1093;258;пр-т. Ленина;21а
1094;1094;258;ул. Красноармейская;101
1115;1115;1252;поселок Фабрика им. 1 Мая;24 стр.1
1121;1121;570;ул. Серафимовича;8
1125;1125;101;ул. Дмитрия Мартынова;35
1126;1126;331;ул. Комсомольская;18
1130;1130;245;ул. Архитектора Бутовой;12
1136;1136;850;ул. Калинина;15
1137;1137;14;ул. Ленинская;50
1145;1145;215;ул. Октябрьская;52
1148;1148;96;ул. Космонавта Леонова;5
1159;1159;573;ул. Агапкина;19
1160;1160;330;к617А;-
1162;1162;82;пр-т Андропова;18
1193;1193;312;ул. Советская;05.янв
1194;1194;2246;ул. Первомайская;20Б
1202;1202;408;ул. Василия Подшибякина;17
1204;1204;737;ул. Ленина;36
1209;1209;1245;ул. Строителей;67/3
1210;1210;82;ул. Осташковская;5
1218;1218;407;ул. Кунгурцева;12
1238;1238;186;ул. Партизанская;47
1248;1248;493;ул. Пионерская;17
1250;1250;89;пр-т Ленина;85/1
1251;1251;82;ул. Перерва;31
1256;1256;1367;ул. Дзюбанова;11Б
1271;1271;110;Ул. Воскресенская;114
1277;1277;1099;ул. Московская;вл. 14 корп. 1
1284;1284;208;ул. Ленина;2, стр. 4
1315;1315;173;ул. Победы;55
1316;1316;179;ул. Завертяева;23.апр
1319;1319;414;Пр-т Циолковского;28
1355;1355;1596;тер. ТК Северный;1
1363;1363;17;ул. Коминтерна;11
1366;1366;109;проезд Крупской;8
1381;1381;1367;Евпаторийское шоссе;51
1390;1390;306;ул. Советская;184А
1401;1401;220;ул. К. Маркса;15
1405;1405;600;ул. Строителей;8
1410;1410;1106;пл. Ленина;6
1433;1433;1043;ул. Первомайская;161/1
1455;1455;1796;ул. Пчелкина;72
1457;1457;10;ул. Нижняя Дуброва;13
1460;1460;96;ул. Краснофлотская;15
1470;1470;1328;ул. Жамбыла;38/4
1488;1488;256;пр-т Московский;29
1491;1491;179;б-р Архитекторов;14.янв
1516;1516;494;ул. Первомайская;71/1
1528;1528;707;8 микрорайон;15
1529;1529;1891;ул. Народная;15А
1542;1542;190;ул. ЛЬВА ТОЛСТОГО;1а
1543;1543;1682;пр-т. Победы;07.фев
1552;1552;191;пр-т. Базоркина;102
1558;1558;570;ул. Бориса Богаткова;99
1566;1566;411;УЛ. НАХИМОВА;8с37
1567;1567;64;ул. Фестивальная;57 Б
1582;1582;1367;пр-т Победы;7
1587;1587;98;ул. Декабристов;16/18 Б
1592;1592;2117;ул. Г. Тукая;28
1599;1599;1926;ул. Пожарского;7
1603;1603;524;ул. Горького;12.фев
1627;1627;506;ш. Новочеркасское;111
1631;1631;871;ул. Мира;11А
1661;1661;439;ул. Зверева;37
1665;1665;506;пр-т Будённовский;42
1667;1667;253;ул. Советская;55
1681;1681;92;ш. Симферопольское;7
1691;1691;1926;ул. Кирова;10 корпус 2
1694;1694;98;ул. Сурикова;55
1724;1724;1613;ул. Карла Маркса;55
1726;1726;102;ул. Гоголя;48
1733;1733;82;ул. Осенняя;23
1739;1739;964;ул. Калинина;6
1744;1744;570;ул. Ветлужская;6
1745;1745;98;ул. Вильгельма де Геннина;33
1750;1750;369;пр-т Победы;28.янв
1754;1754;1926;ул. Академика Грушина;8
1764;1764;179;ул. Волочаевская;11.янв
1781;1781;179;ул. Дмитриева;05.фев
1796;1796;552;ул. Героя России Соломатина;6к5
1798;1798;1394;ул. Профсоюзов;22
1808;1808;184;ул. Кольцевая;3
1811;1811;82;ул.1я Владимирская;29 корпус 2
1625;1625;302;ул. Баумана;10
1629;1629;540;ул. Пушкина;17
1634;1634;89;ул. Октябрьская;217 корп. 1
1653;1653;10;ул. Нижняя Дуброва;36
1656;1656;258;ул. 40 лет Октября;7
1679;1679;103;ул. Дзержинского;41/2
1680;1680;341;ул. Чистопольская;60
1695;1695;169;Южное шоссе;55
1696;1696;500;м. Дырнос;03.май
1699;1699;563;ул. Лысюка;10А
1702;1702;252;ул.  Индустриальная;16
1721;1721;112;пр-т. Кунта-Хаджи Кишиева;90
1723;1723;2347;Прогресс Драйв Юнит;3494
1728;1728;408;ул. Первооткрывателей;10
1740;1740;5;ул. Чкалова;3
1741;1741;408;Ул. Мельникайте;55
1742;1742;99;Кольский проспект;133
1751;1751;796;УЛ. ЛЕНИНА;111
1753;1753;503;ул. Богунского Полка;71
1756;1756;424;пр-д Мирный;14.фев
1757;1757;701;жилой массив Шестихатка;104
1759;1759;419;ул. Ленина;80А
1760;1760;270;ул. Белорусская;10
1783;1783;82;ул. Каховка;33
1805;1805;430;ул. Центральная;4а
1819;1819;349;ул. Советская;4
1825;1825;1367;ул. Калинина;39
1829;1829;332;ул. 65 лет Победы;29
1831;1831;624;ул. Гребенская;111
1836;1836;378;п. Радужный;47/5
1843;1843;98;ул. Татищева;60  пом. 40а
1844;1844;424;ул. Красных партизан;299
1859;1859;1005;ул. Таганрогская;5
1876;1876;522;ул. Гагарина;151
1877;1877;134;ул. Мира;21/22
1882;1882;82;ул. Дмитриевского;23
1902;1902;1535;ул. Молодёжная;137
1905;1905;82;ул. Добролюбова;21А, корп.А
1908;1908;415;ул. Тихоокеанская;191А
1912;1912;777;ул. М.Горького;247
1916;1916;540;ул. Александра Францева;23
1919;1919;55;ул. Ленина;50
1926;1926;916;ул. Матросова;30
1935;1935;98;ул. Карельская;53
1938;1938;10;ул. Славная;8
1943;1943;331;ул. Коммунистическая;44
1945;1945;251;р-н Канищево, ул. Интернациональная;23к1
1949;1949;220;ул. Красная Сибирь;115
1950;1950;2166;ул. Айвазовского;1А
1974;1974;126;ул. Камышловская;46
1984;1984;82;ул. Народного Ополчения;21
2004;2004;101;ул. Ольховая;4
2011;2011;1816;ул. Ленина;1А
2012;2012;400;пр-т. Автозаводцев;39
2013;2013;258;ул. Ноградская;21
2019;2019;425;ул. Батырмурзаева;94
2020;2020;82;ул. Часовая;10.янв
2032;2032;408;ул. 30 лет Победы;33/6
2033;2033;415;ул. Шевчука;19
2034;2034;32;ул. 1 мая;6
2038;2038;332;УЛ. МАЛАХОВА;179
2045;2045;216;мкр Северо-Западный, проезд Сергеева;13
2074;2074;857;ул. Некрасова;22
2090;2090;82;ул. Профсоюзная;102А
2092;2092;216;мкр Курского завода тракторных запчастей, ул. Дейнеки;21/13
2093;2093;98;ул. Предельная;57/6
2109;2109;169;Комендантский пр.;31 к.1
2111;2111;269;ул. Хрустальная;34
2121;2121;713;р-н Османгази, ул. Батталгази;8
2126;2126;17;БЕЛИНСКОГО УЛ;32
2131;2131;442;ул. Коммунистическая;16а
2140;2140;408;ул. Щербакова;98
2164;2164;17;пр-т. Ленина;109
2167;2167;337;ул. Ленинградская;10
2168;2168;169;ул. Коллонтай;18
2187;2187;18;ул. им. Орджоникидзе Г.К.;13.май
2195;2195;511;ул.Тихонова;52
2209;2209;297;ул. Вилюйская;34
2213;2213;90;Советский проспект;21а
2214;2214;848;ул. Карла Маркса;69
2215;2215;146;ул. Машиностроителей;2
2223;2223;171;ул. Советская;105
2232;2232;943;ул. Джетысуйская;4
2244;2244;198;ул. Речная;25А
2248;2248;181;ул. Ладыгина;7
2262;2262;173;УЛ. ЛЕЖНЕВСКАЯ;117
2277;2277;415;ул. Калинина;38
2284;2284;408;ул. Ямская;96В
2290;2290;1821;ул. Богданова;15
2293;2293;128;ул. Карла Либкнехта;5
2307;2307;410;ул. Первой Пятилетки;29
2313;2313;117;пр-т. Строителей;148В
2314;2314;269;ул. Локомотивная;10
2315;2315;1582;ул. Горнощитская;42
2320;2320;82;пр. Черепановых;74
2321;2321;98;ул. Норильская;77
2326;2326;239;пр-т Урицкого;21Б
2338;2338;2096;ул. Коммунаров;20
2343;2343;14;Ул. Кима 25  (за Администрацией на Чкалова);.
2346;2346;993;ул. Советская;174
2352;2352;258;б-р Солнечный;32
2372;2372;568;ул. Маршала Рокоссовского;11, стр.5
2374;2374;98;ул. Машиностроителей;49
2386;2386;424;ул. Сормовская;102
1737;1737;896;пр-т. Советский;40
1758;1758;486;б-р. Красногвардейский;27.фев
1761;1761;216;ул. 50 Лет Октября;126
1767;1767;111;пр-кт Масленникова;14
1768;1768;607;ш. Вокзальное;46
1776;1776;160;пр-т Октябрьский;7
1778;1778;1827;ул. Маратовская;1Б
1782;1782;163;ул. Нефтяников;26
1787;1787;181;ул. Кирова;25Д
1789;1789;432;ул. Союзная;8А
1792;1792;1688;ул. Массив Риёзи;06.июл
1847;1847;391;ул. Кожедуба;4
1850;1850;82;ул. Новослободская;67/69
1855;1855;251;пр-т. Первомайский;78/93
1858;1858;569;Черноисточинское шоссе;стр. 72
1860;1860;506; ул. Таганрогская;132/3
1865;1865;82;ул. Твардовского;12
1879;1879;504;ул. Веселовского;84
1888;1888;506;ул. Мадояна;199
1889;1889;1322;Игуменский тракт;14
1894;1894;424;ул.Северная;255
1896;1896;1619;ул. Советская;25
1900;1900;169;пр-т Римского-Корсакова;39
1904;1904;2180;ул. Свердлова;7А
1921;1921;343;ул. Тимирязева;1
1927;1927;511;ул. Кузьмина;32
1933;1933;332;Павловский тракт;299
1967;1967;516;ул. Сосновая;1 корп 3
1985;1985;424;ул. Митрофана Седина;6
1991;1991;169;26-я линия В.О.;7, стр. 1
1993;1993;1019;ул. Анрапетутян;62
2001;2001;607;ул. Нефтяников;5
2008;2008;1953;ул. Революционная;10А
2014;2014;154;ул. Мира;09.мар
2023;2023;102;ул. Красноярская;31.янв
2029;2029;385;ул. Гая;35
2030;2030;82;ул. Запорожская;8
2036;2036;169;ул. Кушелевская дорога;1 корп.2 стр1
2039;2039;342;ул. Гагарина;38
2040;2040;581;проезд 1-ый параллельный;16 корп. 6
2041;2041;98;ул. Стачек;55
2048;2048;168;ул. Островского;67
2067;2067;485;ул. Волгоградская;97
2070;2070;69;пр-т. Академика Туполева;8а
2076;2076;943;мкр. Казахфильм;35
2114;2114;90;ул. Театральная;30
2117;2117;17;ул. Бекетова;35
2118;2118;1618;ул. Симоно Конарскио;21
2122;2122;101;ул. Норильская;2Г
2134;2134;17;ул. Героев Космоса;2
2136;2136;573;ул. Мичуринская;2А
2150;2150;1424;ул. Больничная;27А
2169;2169;179;ул. Гагарина;08.фев
2173;2173;82;ул. Саянская;7
2181;2181;82;проспект Мира;146
2194;2194;330;КОРПУС 1812;-
2206;2206;1773;Гоголя;50/1
2219;2219;494;ул. Объездная;07.янв
2221;2221;332;ул. Власихинская;141
2224;2224;142;ул. Лермонтова;24
2226;2226;415;ул. Окружная;23В
2259;2259;1515;Народная;1
2267;2267;580;ул. Куликова;46
2269;2269;494;ул. 50-летия Октября;20
2273;2273;570;пр-т. Морской;24
2279;2279;181;ул. Светланская;56
2281;2281;181;ул. Шилкинская;10А
2288;2288;570;ул. 3-я Чулымская ;214
2302;2302;82;ул. Полярная;27к2
2308;2308;341;ул. Кул Гали;27
2324;2324;82;ул. Берзарина;21к1
2328;2328;1956;ул. Промышленная;1
2340;2340;90;Исаково, ул. Пушкинская;47
2342;2342;82;ул. Перовская;66к6
2361;2361;14;пр-кт Победы;166
2376;2376;117;ул. Мира;55
2377;2377;69;КАШИРСКОЕ ШОССЕ;63
2378;2378;424;Ул. Зиповская;37
2395;2395;173;ул. Громобоя;16/50
2396;2396;390;ул. Степная;23.фев
2417;2417;632;ул. Победы;2
2419;2419;190;ул. Рабоче-крестьянская;36
2442;2442;14;Ул.Мира;10
2447;2447;508;ул. Поляны;5Ак5
2448;2448;96;ул. Целинная;23
2452;2452;169;ул. Софьи Ковалевской;13, литера А
2457;2457;134;ул. Крупской;42
2464;2464;380;ул. Ленинградская;10
2477;2477;341;ул. Баки Урманче;10
2499;2499;233;ул. Гидролизная;14.фев
2508;2508;1449;ул. Кирова;53б
2518;2518;414;пр-т Победы;20.сен
2519;2519;178;ул. Григория Кукуевицкого;20
2533;2533;192;ул.Революции;6А
2536;2536;258;Октябрьский пр-т;22.янв
2553;2553;1684;Молодёжная улица;12А
2559;2559;369;ул. Волгоградская;1
2567;2567;391;ул. Лукино;57А
2576;2576;1742;ул. Осканова;20
2589;2589;499;мкр. Королевка;7В
2602;2602;424;ул. Ставропольская;268
2608;2608;1030;ул. Гагарина;43Л
2618;2618;82;ул. Черняховского;5 корп. 2
2629;2629;580;ул. Набережная Приволжского затона;24
2635;2635;2089;Лесной рынок, ул. Героев;1А
2676;2676;409;ул. Панькова;17
2696;2696;310;ул. Мальбахова;34А
1676;1676;172;пр-т. Строителей;68Б
1684;1684;568;ул. Виля Липатова;22 цокольный этаж
1686;1686;269;Туполева пр-т;26
1688;1688;2281;МАРЬИНО ПОСЁЛОК;5
1697;1697;6;ул. Нагорная;29к2
1701;1701;342;ул. Раскольникова;40
1713;1713;177;ул. Костромская;5
1716;1716;341;Проспект Победы;78
1727;1727;634;Мариупольское шоссег;1А
1732;1732;82;ул. Производственная;10к1
1736;1736;570;ул. Гоголя;38
1748;1748;17;ул. Композитора Касьянова;6г
1749;1749;82;ул. Стромынка;15
1752;1752;171;ул. Чехова;61А
1762;1762;2299;пер. Базарный;4
1766;1766;82;б-р Симферопольский;15к5
1771;1771;65;ул. Ковтюха;50
1779;1779;447;пер. Кооперативный;7д
1786;1786;82;б-р Нагатинский;6А
1793;1793;510;ул. Вокзальная;1А
1799;1799;256;пр-т Московский;82
1801;1801;1468;ул. Новая Заря;6
1802;1802;1682;ул. Чапаева;22.янв
1804;1804;347;Ленинский проспект;30
1813;1813;326;ул. Горького;26
1823;1823;1649;ул. Победы;5А
1849;1849;2;ул. Фрунзе;63
1866;1866;82;ул. пр-т Свободный;26
1878;1878;181;пр-кт Океанский;140
1880;1880;251;ул. Кальная;5
1911;1911;495;ул. Артема;116А
1917;1917;410;ул. Чичерина;29
1920;1920;581;ул. Пирогова;59
1928;1928;424;ул. Заполярная;39
1951;1951;169;пр-т Комендантский;4, корп.2, лит.А 
1957;1957;917;ш. Баксанское;2
1958;1958;576;ул. Калинина;12
1961;1961;1575;мкр. им. Генерала Васильева;23
1969;1969;96;ул. Солдатова;36
1970;1970;89;ул. Кутузова;15А
1976;1976;169;ул. Софийская;33
1977;1977;198;ул. Строительная;5
1979;1979;216;ул. Запольная;56
1987;1987;169;ул. Софийская;118
1996;1996;873;ул. Михайловская;9
2021;2021;410;ул. Машиностроителей;40
2050;2050;9;ул. Пичугина;21
2051;2051;331;мкр. 140А;блок 10Г
2066;2066;169;ул. Заставская;13
2082;2082;1184;ул. Орджоникидзе;23
2083;2083;181;ул. Русская;2Б
2095;2095;1570;КОЛПИНСКОЕ ШОССЕ;32
2101;2101;82;ул. Совхозная;37
2102;2102;943;пр-т. Райымбека батыра;486Б
2107;2107;494;ул. Софьи Перовской;73
2120;2120;96;ул. Дружбы;34А
2125;2125;343;ул.Транспортная;17А
2132;2132;1633;ул. Центральная;52
2142;2142;411;пр-т. Ленина;159
2163;2163;570;ул. Новосибирская;10
2180;2180;82;ул. Каширское шоссе;84
2188;2188;540; ул. Энгельса;61
2230;2230;181;ул.Борисенко;9
2231;2231;777;Ул.Ленина;234Г
2239;2239;1616;ул. Курманжан Датки;266
2258;2258;394;ул. Мира;68
2286;2286;407;ул. Михаила Петрова;34
2297;2297;407;ул Гагарина;83/1
2299;2299;169;пр. Науки;30
2306;2306;902;ул. Ленина;35А
2312;2312;875;ул. Ленина;16
2341;2341;417;ул. Преображенская;86
2349;2349;17;пр-т. Октября;19
2358;2358;82;ул. Милашенкова;3
2389;2389;410;ул. Воровского;34
2397;2397;332;ул. Советская;10
2398;2398;82;ЭЛЕКТРОЛИТНЫЙ ПРОЕЗД;16
2403;2403;1428;Виа Ромоло Джесси;16
2405;2405;591;Бульвар Энтузиастов ;12.янв
2409;2409;169;ул. Комсомола;35
2421;2421;747;ул. Ленина;2
2428;2428;366;пер. Школьный;6
2435;2435;844;ул. Большакова;3
2438;2438;111;Бакинская;38
2443;2443;179;ул. Ватутина;5
2451;2451;169;ул. Воронежская;37
2453;2453;476;пр-т. Маркса;83
2470;2470;1711;ул. Мичурина;81
2474;2474;347;КАРЛА МАРКСА УЛ;68
2479;2479;176;дер. Боровлево;15
2481;2481;607;Вокзальное шоссе;6А
2482;2482;82;ул. Генерала Кузнецова;26
2484;2484;415;ул. Беломорская;23
2493;2493;341;пр-т. Победы;194
2497;2497;82;ул. Минская;14А
2512;2512;341; ул.Техническая;23а
2520;2520;410;ул. Мамина;17А
2539;2539;12;пер. 2-й Тульский;2
2543;2543;391;ул. Реутовская;5
2545;2545;1367;пр-т Победы;256А
2547;2547;332;пр-т Красноармейский;15
2549;2549;410;ул. Молдавская;14
2552;2552;424;ул. Алма-Атинская;57
2558;2558;112;ул. Орзамиева;2
2564;2564;1460;ул. Калинина;83
2566;2566;788;ул. Кадырова;155А
2570;2570;187;ул. Павла Корчагина;227/2
2575;2575;17;Казанское шоссе;29
1914;1914;606;ул. Киевская;5
1923;1923;506;пер. Гарнизонный;3
1930;1930;256;ул. 3 Интернационала;4
1934;1934;412;пр-т. Советской Армии;12а
1936;1936;943;?ул. Казанская;33
1946;1946;740;ул. Ленина;26
1948;1948;980;ул. Промышленная;69
1955;1955;570;ул. Троллейная;23
1980;1980;424;ул.Будённого;123
1981;1981;636;ул. Железнодорожная;25а
1983;1983;573;ул. Мичуринская;213Д
1990;1990;937;ул. Радищева;88В
1997;1997;1432;ул. Ленинская;164В
2005;2005;1230;ул. Трактовая;2л/1
